Date,Distributor_ID,SKU_ID,Primary_Billing_Value,Secondary_Sales_Value,Inventory_Units,Inventory_Days,Credit_Outstanding,Credit_Days,Scheme_Active,Competitor_Price_Index
2025-12-16,D038,SKU35,59715.38,58825.55,269,23,354008.44,25,Yes,0.47
2025-12-16,D038,SKU24,56679.12,56625.85,730,16,311413.8,25,Yes,0.45
2025-12-16,D038,SKU62,49964.23,47931.38,598,23,244252.58,22,Yes,0.51
2025-12-16,D039,SKU69,59747.99,58834.2,334,16,235355.81,22,No,0.54
2025-12-16,D040,SKU06,30887.02,29539.02,651,13,153527.6,27,Yes,0.35
2025-12-16,D040,SKU59,41963.68,41742.17,315,19,146424.59,32,Yes,0.51
2025-12-16,D040,SKU69,46005.36,40471.22,376,21,238705.55,29,Yes,0.47
2025-12-16,D041,SKU41,48930.96,47159.16,470,19,235451.33,26,No,0.51
2025-12-16,D042,SKU25,24295.3,23633.21,644,16,340648.94,24,Yes,0.5
2025-12-16,D042,SKU19,35065.44,33312.25,516,12,266181.56,23,No,0.52
2025-12-16,D042,SKU04,33706.58,32212.38,514,20,228275.62,29,Yes,0.42
2025-12-16,D043,SKU33,37649.06,33687.9,569,20,306454.98,22,Yes,0.52
2025-12-16,D043,SKU62,39343.58,38193.34,544,18,317616.06,24,Yes,0.47
2025-12-16,D044,SKU06,39090.43,40253.09,491,17,378108.76,31,Yes,0.38
2025-12-16,D045,SKU14,68263.26,59052.87,722,12,260805.08,24,Yes,0.35
2025-12-16,D046,SKU25,54085.1,53315.26,355,14,347704.5,23,Yes,0.34
2025-12-16,D047,SKU36,74983.27,66259.19,429,13,460531.16,27,Yes,0.32
2025-12-16,D047,SKU38,73093.01,73139.31,582,13,241566.63,28,Yes,0.4
2025-12-16,D047,SKU20,57173.77,57931.08,276,19,439039.59,28,Yes,0.39
2025-12-16,D048,SKU10,36921.89,35332.36,574,22,222107.86,28,Yes,0.41
2025-12-16,D048,SKU31,37721.98,38123.17,691,25,205199.11,23,Yes,0.43
2025-12-16,D048,SKU37,36831.96,34810.02,606,14,197150.05,23,Yes,0.4
2025-12-16,D049,SKU09,32299.83,27987.07,424,15,327452.68,22,Yes,0.34
2025-12-16,D049,SKU19,21808.87,19894.34,759,12,481649.89,22,Yes,0.32
2025-12-16,D050,SKU62,24343.65,21604.45,438,19,217765.56,22,No,0.38
2025-12-16,D050,SKU63,31805.16,29252.92,432,14,205081.39,24,Yes,0.31
2025-12-16,D050,SKU51,26466.23,24138.45,529,18,253098.51,32,Yes,0.49
2025-12-16,D051,SKU57,45814.33,47866.52,739,24,311656.54,26,Yes,0.46
2025-12-16,D052,SKU37,53812.24,55954.07,682,20,251493.91,23,No,0.49
2025-12-16,D052,SKU10,36927.19,35714.15,236,15,246125.43,25,Yes,0.36
2025-12-16,D052,SKU41,53264.33,53873.23,204,17,232613.27,23,Yes,0.35
2025-12-16,D053,SKU33,48619.17,48269.96,719,25,139974.45,24,Yes,0.48
2025-12-16,D053,SKU48,31381.43,27399.96,323,20,228967.13,22,Yes,0.46
2025-12-16,D054,SKU53,49387.05,42156.95,513,16,426197.97,30,Yes,0.46
2025-12-16,D054,SKU64,69425.19,66232.24,545,14,426071.88,25,Yes,0.35
2025-12-16,D054,SKU08,74972.59,69765.17,462,17,413472.58,25,Yes,0.46
2025-12-16,D055,SKU18,35747.99,32861.3,598,13,345576.76,32,Yes,0.38
2025-12-16,D055,SKU02,50660.57,49729.22,239,19,379731.44,31,Yes,0.41
2025-12-16,D056,SKU52,65080.24,60838.11,739,24,277232.33,28,Yes,0.35
2025-12-16,D056,SKU39,61429.17,52749.1,320,12,254230.22,28,Yes,0.46
2025-12-16,D056,SKU18,62270.73,62785.8,372,15,140427.24,31,Yes,0.35
2025-12-16,D057,SKU33,41055.89,38841.78,411,21,292603.63,26,Yes,0.5
2025-12-16,D057,SKU47,59529.39,55187.61,245,22,231420.56,32,Yes,0.34
2025-12-16,D058,SKU68,35671.88,31050.22,376,20,112875.32,22,Yes,0.37
2025-12-16,D058,SKU17,42900.54,40238.52,409,25,179979.81,24,Yes,0.47
2025-12-16,D059,SKU17,35920.16,33903.54,690,23,198746.6,28,Yes,0.52
2025-12-16,D060,SKU06,65534.99,63206.97,571,21,300982.05,24,Yes,0.52
2025-12-16,D060,SKU42,51083.26,47400.74,687,20,278584.54,31,Yes,0.53
2025-12-16,D061,SKU57,49277.4,43648.74,427,13,313600.87,31,No,0.42
2025-12-16,D061,SKU63,47571.89,49627.77,198,25,353262.41,22,Yes,0.55
2025-12-16,D061,SKU50,36192.15,35584.25,199,16,178078.67,22,Yes,0.52
2025-12-16,D062,SKU41,59564.1,52125.02,768,14,413306.33,23,No,0.49
2025-12-16,D062,SKU03,65640.03,68425.56,408,22,409613.78,25,Yes,0.4
2025-12-16,D063,SKU26,64368.65,58350.3,578,13,296794.11,26,Yes,0.41
2025-12-16,D063,SKU03,59878.86,55190.92,236,16,413840.72,22,Yes,0.43
2025-12-16,D063,SKU09,52839.06,50712.9,504,14,360318.35,26,Yes,0.5
2025-12-16,D064,SKU66,34797.45,35401.58,313,22,338010.81,32,Yes,0.32
2025-12-16,D065,SKU40,50814.79,44469.77,378,12,211128.31,23,No,0.42
2025-12-16,D065,SKU32,78632.84,73051.69,465,19,140981.68,31,Yes,0.39
2025-12-16,D066,SKU35,32718.39,30603.5,487,12,269735.64,31,Yes,0.4
2025-12-16,D066,SKU43,39272.26,41131.37,338,15,345720.35,23,Yes,0.4
2025-12-16,D067,SKU59,33811.62,28827.93,220,12,449720.35,29,Yes,0.35
2025-12-16,D067,SKU62,24574.99,21969.76,642,18,277357.96,24,Yes,0.45
2025-12-16,D068,SKU66,41547.4,42131.64,259,22,297975.16,23,Yes,0.47
2025-12-16,D068,SKU60,43746.26,39523.01,486,23,427242.59,26,Yes,0.51
2025-12-16,D068,SKU61,41877.9,41359.55,447,24,471170.46,26,No,0.48
2025-12-16,D069,SKU45,37688.65,38127.12,402,15,165592.99,29,Yes,0.33
2025-12-16,D069,SKU21,29338.99,27581.03,252,25,192778.65,31,Yes,0.39
2025-12-16,D070,SKU39,75750.99,67927.26,814,23,298077.17,29,Yes,0.31
2025-12-16,D070,SKU60,41582.6,43651.22,247,16,310206.82,27,No,0.47
2025-12-16,D071,SKU40,40224.6,37889.67,722,25,398481.23,29,Yes,0.4
2025-12-16,D071,SKU45,27331.87,24635.87,557,22,296996.94,27,Yes,0.51
2025-12-16,D072,SKU01,49333.95,51241.45,358,17,281234.96,32,Yes,0.49
2025-12-16,D072,SKU65,42327.63,35985.1,335,21,341624.21,28,Yes,0.52
2025-12-16,D072,SKU37,49455.35,44698.51,532,24,273924.63,26,No,0.54
2025-12-16,D073,SKU47,49270.78,45957.82,679,22,370198.46,30,Yes,0.35
2025-12-16,D073,SKU69,59733.79,53650.21,599,13,304985.57,31,Yes,0.46
2025-12-16,D073,SKU09,62191.39,52946.33,351,17,306260.31,27,Yes,0.39
2025-12-16,D074,SKU26,34204.5,34817.32,761,25,284774.12,32,No,0.37
2025-12-16,D074,SKU11,49144.59,43482.0,252,17,297438.12,30,Yes,0.42
2025-12-16,D075,SKU55,25844.69,23734.83,327,21,381430.59,27,Yes,0.31
2025-12-16,D075,SKU07,35404.53,35590.56,382,25,363109.95,31,No,0.53
2025-12-16,D075,SKU67,26158.06,25814.22,413,25,248954.79,28,No,0.5
2025-12-16,D076,SKU33,34702.29,29529.92,330,20,430737.47,30,No,0.36
2025-12-16,D076,SKU29,38661.02,34767.15,338,21,391443.78,22,Yes,0.36
2025-12-16,D077,SKU45,59000.36,51706.7,383,23,362503.37,25,Yes,0.37
2025-12-16,D077,SKU53,59874.4,57568.01,581,19,457124.62,23,Yes,0.52
2025-12-16,D077,SKU63,60106.48,59354.01,573,20,245425.46,28,Yes,0.3
2025-12-16,D078,SKU08,61048.8,61664.6,448,21,384890.91,27,Yes,0.46
2025-12-16,D078,SKU18,49819.16,44048.83,307,15,306384.61,32,Yes,0.46
2025-12-16,D079,SKU49,41929.85,38105.6,381,23,222638.51,22,Yes,0.51
2025-12-16,D080,SKU01,36713.62,34442.17,325,19,124826.03,24,Yes,0.47
2025-12-16,D080,SKU48,60462.31,59300.24,524,15,129669.07,28,Yes,0.43
2025-12-16,D080,SKU27,61439.88,54672.59,426,20,163374.02,32,No,0.49
2025-12-16,D081,SKU40,32584.21,32499.28,219,12,159803.12,22,Yes,0.47
2025-12-16,D082,SKU53,35571.26,31891.65,413,25,170765.49,32,No,0.48
2025-12-16,D083,SKU70,48925.76,42884.53,681,13,409153.0,28,Yes,0.35
2025-12-16,D083,SKU49,31377.69,27681.76,587,12,393733.88,31,Yes,0.5
2025-12-16,D084,SKU21,36019.17,33639.87,550,15,353577.81,26,Yes,0.52
2025-12-16,D084,SKU52,36276.03,35973.39,699,22,298751.81,31,Yes,0.49
2025-12-16,D085,SKU20,33622.83,29931.58,690,12,315097.06,29,Yes,0.5
2025-12-16,D085,SKU31,25342.96,24578.02,230,16,300170.32,29,Yes,0.37
2025-12-16,D085,SKU32,42450.96,37699.55,597,24,339441.7,30,Yes,0.32
2025-12-16,D086,SKU32,59714.82,62170.68,558,22,319443.24,29,Yes,0.36
2025-12-16,D086,SKU19,47550.07,46148.37,587,12,256619.99,29,Yes,0.36
2025-12-16,D087,SKU50,65544.22,61386.62,726,16,481691.33,30,No,0.3
2025-12-16,D088,SKU20,49130.32,44364.05,299,19,384286.35,28,Yes,0.51
2025-12-16,D089,SKU24,37024.48,32789.0,657,12,190551.73,27,Yes,0.55
2025-12-16,D090,SKU03,32027.05,32680.3,700,15,321140.57,31,Yes,0.55
2025-12-16,D090,SKU26,38731.74,33901.19,209,22,232219.98,24,Yes,0.35
2025-12-16,D090,SKU64,47632.97,46878.73,239,20,450153.72,29,No,0.43
2025-12-16,D091,SKU03,57433.48,59887.39,706,16,283978.33,31,Yes,0.44
2025-12-16,D092,SKU03,17953.57,16304.85,223,16,385743.88,31,No,0.45
2025-12-16,D092,SKU66,30640.55,27327.94,771,19,362286.65,24,Yes,0.4
2025-12-16,D092,SKU67,29724.18,28004.85,531,25,304742.49,24,No,0.4
2025-12-16,D093,SKU66,47657.7,49407.17,516,18,237117.2,23,Yes,0.4
2025-12-16,D093,SKU60,38679.51,36283.35,280,15,384358.73,29,Yes,0.49
2025-12-16,D093,SKU19,66562.97,61973.14,228,18,326037.04,32,Yes,0.38
2025-12-16,D094,SKU27,28988.09,28323.54,253,16,191102.5,24,Yes,0.36
2025-12-16,D094,SKU24,32142.97,29961.59,837,25,196452.7,29,Yes,0.34
2025-12-16,D095,SKU42,61060.5,60992.85,336,13,206567.42,24,No,0.32
2025-12-16,D095,SKU40,63325.29,56720.01,805,12,145247.63,29,Yes,0.4
2025-12-16,D096,SKU63,49577.09,44449.51,700,12,235642.59,30,Yes,0.52
2025-12-16,D096,SKU70,44164.61,45384.24,546,22,442600.25,30,No,0.42
2025-12-16,D096,SKU09,41630.52,36640.38,723,12,507293.35,26,Yes,0.49
2025-12-16,D097,SKU01,32690.13,32888.58,627,13,219040.78,23,No,0.31
2025-12-16,D097,SKU48,36742.97,33079.3,595,19,171450.98,28,Yes,0.39
2025-12-16,D097,SKU10,27543.84,24950.91,444,14,182255.37,23,No,0.33
2025-12-16,D098,SKU62,56056.37,54694.46,759,14,217259.33,32,No,0.55
2025-12-16,D099,SKU53,31760.38,28094.29,733,17,365462.3,30,Yes,0.55
2025-12-16,D099,SKU01,30165.14,25966.79,267,24,446388.83,32,No,0.4
2025-12-16,D099,SKU10,25903.29,26406.18,633,13,426832.42,30,No,0.42
2025-12-16,D100,SKU03,47696.02,44950.67,374,16,237117.71,24,Yes,0.37
2025-12-16,D101,SKU66,26988.99,24075.75,210,17,338512.45,22,Yes,0.46
2025-12-16,D101,SKU04,29730.12,26615.51,208,13,285805.91,30,Yes,0.47
2025-12-16,D102,SKU06,62728.04,58953.67,743,12,446648.32,26,Yes,0.38
2025-12-16,D102,SKU03,52298.83,48059.01,330,17,309855.5,25,Yes,0.52
2025-12-16,D102,SKU24,84826.54,87948.06,454,15,370588.54,32,Yes,0.45
2025-12-16,D103,SKU51,45648.54,42972.68,417,13,277745.07,24,Yes,0.47
2025-12-16,D103,SKU31,29528.2,26730.67,769,25,361673.7,23,No,0.54
2025-12-16,D104,SKU39,73574.21,64747.39,744,14,169810.5,23,Yes,0.35
2025-12-16,D105,SKU38,58511.1,59899.07,780,14,466454.9,25,Yes,0.55
2025-12-16,D106,SKU49,36463.92,37605.48,510,15,162350.65,26,Yes,0.54
2025-12-16,D106,SKU37,34757.58,35960.85,641,12,218161.6,27,Yes,0.37
2025-12-16,D107,SKU64,71586.04,71621.94,412,22,387413.97,27,Yes,0.52
2025-12-16,D108,SKU57,67901.95,61984.05,420,23,155165.68,24,Yes,0.54
2025-12-16,D108,SKU65,75532.03,74393.6,723,18,187269.51,32,Yes,0.47
2025-12-16,D108,SKU51,81047.08,72385.47,364,15,210187.18,31,Yes,0.49
2025-12-16,D109,SKU39,43047.57,36599.12,272,18,302478.94,31,No,0.39
2025-12-16,D109,SKU30,38755.56,39972.61,255,20,462992.67,23,Yes,0.41
2025-12-16,D110,SKU38,61194.45,57831.85,255,17,272633.28,26,Yes,0.42
2025-12-16,D111,SKU59,43660.77,39473.07,576,16,249656.56,30,Yes,0.52
2025-12-16,D111,SKU35,50979.1,50002.77,543,25,187967.68,29,Yes,0.44
2025-12-16,D112,SKU27,67284.31,66207.79,794,22,331195.59,31,Yes,0.36
2025-12-16,D112,SKU14,60465.14,51433.83,741,14,244048.91,29,Yes,0.51
2025-12-16,D113,SKU32,38573.36,37333.05,653,17,296247.96,30,Yes,0.54
2025-12-16,D113,SKU14,45215.56,45350.34,290,16,364313.6,32,Yes,0.45
2025-12-16,D113,SKU43,27046.72,24795.39,518,25,251492.86,26,Yes,0.48
2025-12-16,D114,SKU18,46698.06,43986.27,551,17,149488.56,25,Yes,0.34
2025-12-16,D115,SKU02,40921.56,39184.79,467,15,224501.66,27,Yes,0.37
2025-12-16,D115,SKU39,51520.17,53085.8,608,16,187137.4,26,Yes,0.35
2025-12-16,D116,SKU34,67788.61,62105.78,375,24,212686.52,31,Yes,0.32
2025-12-16,D116,SKU47,81949.39,83338.23,367,24,183523.71,26,No,0.44
2025-12-16,D116,SKU16,51090.99,44865.52,596,23,167573.33,30,Yes,0.54
2025-12-16,D117,SKU54,47283.76,40764.61,675,21,273078.94,30,No,0.36
2025-12-16,D118,SKU39,39877.89,38412.74,504,22,104342.4,25,Yes,0.55
2025-12-16,D118,SKU62,28417.91,28900.19,538,14,96249.67,32,Yes,0.54
2025-12-16,D118,SKU14,39767.46,37587.27,604,15,109707.04,28,Yes,0.36
2025-12-16,D119,SKU67,29201.68,29195.49,742,19,243646.8,30,Yes,0.53
2025-12-16,D119,SKU20,21828.94,18669.85,458,21,321854.57,23,Yes,0.51
2025-12-16,D120,SKU39,32839.55,29595.43,720,18,251976.06,22,No,0.39
2025-12-16,D120,SKU28,37476.15,37564.59,473,19,200204.27,29,Yes,0.51
2025-12-17,D001,SKU61,41042.36,42136.99,795,25,204242.36,26,Yes,0.49
2025-12-17,D001,SKU68,30816.88,27355.3,611,15,300438.05,26,No,0.33
2025-12-17,D001,SKU21,33411.69,34643.42,587,22,209319.4,29,Yes,0.46
2025-12-17,D002,SKU11,43646.66,41813.14,651,18,191057.93,27,No,0.54
2025-12-17,D002,SKU62,57314.63,58222.54,406,13,215009.15,27,Yes,0.36
2025-12-17,D003,SKU51,38001.56,34396.25,235,25,143541.82,23,Yes,0.32
2025-12-17,D004,SKU46,31242.67,27630.25,796,16,150705.57,24,Yes,0.37
2025-12-17,D004,SKU42,29173.07,26162.19,660,15,239873.34,22,Yes,0.52
2025-12-17,D004,SKU03,34036.71,33014.5,782,12,260314.87,22,No,0.39
2025-12-17,D005,SKU54,65465.98,61369.71,464,16,451174.93,28,Yes,0.32
2025-12-17,D005,SKU39,76998.57,80196.48,451,21,431564.4,31,Yes,0.33
2025-12-17,D005,SKU56,82089.33,76194.8,488,20,214934.23,27,Yes,0.35
2025-12-17,D006,SKU14,49729.13,49076.97,222,20,195844.52,31,Yes,0.31
2025-12-17,D007,SKU48,20862.08,21349.46,363,24,136949.43,28,Yes,0.36
2025-12-17,D008,SKU69,42300.19,37865.77,187,14,209193.24,23,Yes,0.39
2025-12-17,D008,SKU46,37598.12,36214.15,503,24,106225.97,29,No,0.54
2025-12-17,D008,SKU28,31590.78,30413.43,464,25,202364.43,28,Yes,0.34
2025-12-17,D009,SKU03,53962.3,50367.84,355,14,204187.02,25,Yes,0.32
2025-12-17,D009,SKU66,58484.4,50031.7,186,15,201708.45,32,Yes,0.53
2025-12-17,D010,SKU21,30150.56,30925.26,572,19,274548.21,25,Yes,0.48
2025-12-17,D010,SKU27,25575.23,25225.88,286,18,191794.28,29,Yes,0.44
2025-12-17,D010,SKU08,28897.39,29078.94,584,25,425280.41,31,Yes,0.31
2025-12-17,D011,SKU19,33521.19,30772.44,732,24,378036.38,26,Yes,0.32
2025-12-17,D012,SKU12,73212.23,66168.48,741,18,333325.84,30,Yes,0.54
2025-12-17,D012,SKU64,49035.16,48810.44,215,19,305796.42,30,Yes,0.35
2025-12-17,D012,SKU49,79501.25,76319.48,651,21,304043.6,25,Yes,0.4
2025-12-17,D013,SKU03,41853.8,41911.67,267,21,268035.7,32,Yes,0.41
2025-12-17,D013,SKU39,41815.35,42529.91,613,15,266376.17,25,Yes,0.35
2025-12-17,D013,SKU67,32192.23,32457.01,572,16,337708.98,25,Yes,0.34
2025-12-17,D014,SKU41,51455.81,46995.21,559,21,193219.2,29,Yes,0.32
2025-12-17,D015,SKU40,31091.31,28608.42,809,15,471694.01,32,Yes,0.55
2025-12-17,D015,SKU66,24634.74,21654.65,637,23,473607.0,22,Yes,0.43
2025-12-17,D015,SKU33,22199.2,22684.39,589,17,357280.58,28,No,0.33
2025-12-17,D016,SKU47,46243.95,42183.79,640,18,283717.09,23,Yes,0.45
2025-12-17,D016,SKU07,47915.98,49387.58,551,15,212258.72,26,Yes,0.52
2025-12-17,D017,SKU17,50485.09,46909.2,689,14,212080.26,24,Yes,0.52
2025-12-17,D017,SKU44,59056.63,56025.6,766,22,373659.42,30,Yes,0.54
2025-12-17,D018,SKU36,37664.71,33251.82,244,18,281502.89,27,No,0.52
2025-12-17,D019,SKU29,37997.04,33619.02,296,23,195404.25,24,No,0.36
2025-12-17,D020,SKU22,42115.62,36999.33,827,12,315650.37,26,No,0.32
2025-12-17,D020,SKU13,46064.34,47768.97,472,19,409196.89,24,Yes,0.55
2025-12-17,D020,SKU04,53268.47,50187.72,644,16,424092.89,24,Yes,0.4
2025-12-17,D021,SKU34,30464.83,30662.08,343,20,228958.47,23,Yes,0.37
2025-12-17,D021,SKU07,26400.62,24236.23,276,21,189581.21,22,Yes,0.51
2025-12-17,D022,SKU53,28215.14,24866.34,390,16,311121.42,30,Yes,0.44
2025-12-17,D022,SKU09,37703.23,39538.73,598,14,260549.97,25,No,0.54
2025-12-17,D022,SKU38,41736.49,39686.16,399,21,325020.79,23,No,0.35
2025-12-17,D023,SKU53,64606.89,61817.21,479,25,173613.51,24,Yes,0.41
2025-12-17,D024,SKU24,49912.44,46107.45,731,24,237280.06,27,Yes,0.49
2025-12-17,D024,SKU50,57379.66,49983.33,370,20,287288.47,24,Yes,0.31
2025-12-17,D025,SKU33,31150.67,26772.69,527,25,402341.55,24,Yes,0.31
2025-12-17,D026,SKU61,57167.66,50878.13,200,20,258721.1,30,Yes,0.51
2025-12-17,D026,SKU15,62012.52,58020.29,618,14,464410.61,24,No,0.35
2025-12-17,D026,SKU07,61898.83,63917.62,344,25,401799.29,24,Yes,0.4
2025-12-17,D027,SKU36,35909.82,34591.54,597,21,216560.8,26,Yes,0.4
2025-12-17,D027,SKU10,28333.22,24142.37,664,14,342533.6,23,Yes,0.38
2025-12-17,D027,SKU16,44145.62,41264.33,385,22,367917.45,31,Yes,0.51
2025-12-17,D028,SKU64,46758.82,43881.0,584,14,258146.61,22,Yes,0.5
2025-12-17,D029,SKU08,61251.59,62089.99,671,22,135168.1,28,Yes,0.48
2025-12-17,D029,SKU62,62345.54,55640.5,561,20,180164.23,29,Yes,0.43
2025-12-17,D029,SKU53,54221.72,53664.82,699,17,199252.46,31,Yes,0.53
2025-12-17,D030,SKU37,54852.46,56227.14,665,24,305737.99,26,Yes,0.45
2025-12-17,D030,SKU28,42134.25,40952.19,638,14,237494.28,30,Yes,0.36
2025-12-17,D030,SKU01,54523.71,55088.83,307,24,177038.15,22,Yes,0.31
2025-12-17,D031,SKU46,51651.67,48100.61,578,25,348807.66,26,No,0.35
2025-12-17,D031,SKU35,37040.03,37432.59,623,18,293483.1,28,Yes,0.52
2025-12-17,D031,SKU01,46617.12,43415.68,220,17,247102.9,29,No,0.36
2025-12-17,D032,SKU11,25268.04,22867.35,425,18,253805.69,32,Yes,0.39
2025-12-17,D033,SKU55,43144.46,40797.72,337,22,170227.08,26,Yes,0.52
2025-12-17,D033,SKU62,33122.34,33382.31,373,12,145926.41,25,Yes,0.4
2025-12-17,D034,SKU61,54585.32,49278.5,754,18,246654.43,29,Yes,0.43
2025-12-17,D034,SKU14,47608.34,44338.77,593,15,361619.38,29,No,0.42
2025-12-17,D035,SKU34,48215.15,50210.55,452,14,235598.86,32,Yes,0.47
2025-12-17,D036,SKU69,22544.58,23256.49,551,12,470222.76,27,Yes,0.31
2025-12-17,D036,SKU38,44882.19,45853.47,643,22,353399.0,28,No,0.48
2025-12-17,D037,SKU64,41254.43,36650.67,530,25,221692.26,30,Yes,0.43
2025-12-17,D037,SKU33,48879.08,44056.32,242,25,182362.59,29,No,0.38
2025-12-17,D038,SKU24,42671.34,41733.74,391,16,339353.52,30,No,0.52
2025-12-17,D038,SKU61,43310.72,42746.35,298,14,250991.4,30,Yes,0.33
2025-12-17,D039,SKU42,60180.97,54220.35,690,15,166804.95,32,Yes,0.31
2025-12-17,D040,SKU51,33793.62,35372.73,642,18,163931.91,27,Yes,0.38
2025-12-17,D041,SKU33,47971.69,46930.13,566,21,261439.9,27,Yes,0.3
2025-12-17,D041,SKU50,54713.09,56670.72,256,24,392555.01,30,Yes,0.43
2025-12-17,D042,SKU49,36174.11,37108.41,660,18,381498.99,30,No,0.43
2025-12-17,D042,SKU06,25465.92,24457.73,798,23,329310.92,31,Yes,0.41
2025-12-17,D043,SKU31,30120.66,26531.1,583,17,430510.68,32,Yes,0.31
2025-12-17,D044,SKU35,42676.2,37957.94,478,14,338781.04,24,Yes,0.37
2025-12-17,D044,SKU03,48137.71,44710.29,384,13,183879.02,31,Yes,0.41
2025-12-17,D044,SKU68,53188.04,51621.54,613,15,383933.54,22,No,0.53
2025-12-17,D045,SKU44,70657.5,66105.18,327,15,183771.92,28,Yes,0.49
2025-12-17,D046,SKU23,55186.05,48930.56,350,18,308836.27,30,Yes,0.35
2025-12-17,D046,SKU51,34193.88,29464.44,437,12,312459.27,23,No,0.43
2025-12-17,D047,SKU30,63858.06,66726.9,438,23,408863.42,29,Yes,0.33
2025-12-17,D048,SKU18,39332.91,39263.05,670,14,206091.7,32,Yes,0.52
2025-12-17,D049,SKU02,20202.08,18788.29,625,24,451335.03,27,Yes,0.46
2025-12-17,D050,SKU52,30764.74,27491.44,720,16,260537.31,31,Yes,0.34
2025-12-17,D050,SKU66,24831.3,21378.66,566,22,157567.9,32,Yes,0.5
2025-12-17,D051,SKU59,49439.43,47102.03,715,22,345586.6,26,Yes,0.44
2025-12-17,D052,SKU52,38695.17,37008.8,403,25,170552.94,22,Yes,0.43
2025-12-17,D053,SKU27,43897.16,41986.97,547,20,160996.67,26,Yes,0.35
2025-12-17,D053,SKU61,43286.9,38012.73,560,12,170378.31,31,Yes,0.31
2025-12-17,D054,SKU56,89185.73,85110.38,330,25,236827.95,24,Yes,0.48
2025-12-17,D054,SKU15,68353.89,60007.41,413,15,380614.56,29,Yes,0.44
2025-12-17,D055,SKU36,46187.06,40878.28,832,20,292283.81,27,Yes,0.31
2025-12-17,D056,SKU51,43954.29,39564.42,627,21,165456.6,27,Yes,0.51
2025-12-17,D056,SKU27,74316.8,67075.04,484,14,183133.12,31,Yes,0.54
2025-12-17,D057,SKU52,64233.21,64882.05,277,24,169502.8,27,Yes,0.38
2025-12-17,D057,SKU29,52848.5,54103.37,259,18,303441.49,28,Yes,0.46
2025-12-17,D057,SKU14,38631.71,34438.81,332,18,315001.48,29,Yes,0.46
2025-12-17,D058,SKU11,40838.38,35944.67,584,13,171134.25,26,Yes,0.32
2025-12-17,D058,SKU30,53248.99,47634.57,660,18,192943.85,31,Yes,0.34
2025-12-17,D059,SKU23,61554.01,63395.45,475,16,176457.39,25,Yes,0.31
2025-12-17,D059,SKU64,31855.26,29187.08,379,17,126058.09,24,Yes,0.52
2025-12-17,D060,SKU08,84488.04,74366.22,602,25,361070.01,23,No,0.31
2025-12-17,D060,SKU12,67353.58,61177.4,295,24,256769.96,22,No,0.48
2025-12-17,D060,SKU43,73411.46,70048.71,636,19,246359.66,23,Yes,0.31
2025-12-17,D061,SKU67,46559.89,48250.57,336,12,227202.64,22,Yes,0.36
2025-12-17,D061,SKU63,48880.92,42726.02,227,14,213228.14,26,Yes,0.34
2025-12-17,D061,SKU07,38519.19,34844.68,635,22,282173.39,32,Yes,0.38
2025-12-17,D062,SKU46,39035.11,40723.22,514,22,344591.62,31,No,0.48
2025-12-17,D062,SKU37,56877.2,58493.9,355,16,384602.68,27,No,0.46
2025-12-17,D062,SKU02,46354.3,41572.08,732,13,381246.02,22,Yes,0.34
2025-12-17,D063,SKU63,51560.71,49402.44,367,18,252378.45,29,No,0.49
2025-12-17,D064,SKU44,38295.33,34602.84,467,21,335534.5,30,No,0.53
2025-12-17,D064,SKU11,43056.9,40706.49,485,14,299777.48,23,Yes,0.48
2025-12-17,D064,SKU35,40145.7,34946.09,514,14,259453.72,32,Yes,0.47
2025-12-17,D065,SKU06,70151.34,63851.25,299,19,148644.57,31,Yes,0.4
2025-12-17,D065,SKU27,73729.58,74887.25,458,12,153072.33,28,Yes,0.39
2025-12-17,D065,SKU48,83535.43,80167.76,401,23,240211.07,29,Yes,0.36
2025-12-17,D066,SKU33,23268.95,23761.16,681,16,336423.08,26,Yes,0.43
2025-12-17,D066,SKU10,33564.42,29181.32,568,18,221918.59,25,Yes,0.47
2025-12-17,D067,SKU38,30722.62,27314.65,540,15,422829.6,25,Yes,0.32
2025-12-17,D067,SKU68,33151.44,30346.26,348,12,264079.85,23,No,0.49
2025-12-17,D068,SKU19,36443.39,31740.07,374,13,498371.61,29,No,0.54
2025-12-17,D069,SKU24,47070.76,45166.61,269,16,180182.91,27,Yes,0.46
2025-12-17,D069,SKU10,48298.17,43564.11,848,15,254155.69,29,Yes,0.38
2025-12-17,D069,SKU37,49008.79,47801.11,338,22,256942.64,32,Yes,0.48
2025-12-17,D070,SKU40,69625.08,71919.5,598,23,321040.6,25,Yes,0.44
2025-12-17,D070,SKU39,68586.14,61598.36,222,17,227131.65,24,Yes,0.3
2025-12-17,D070,SKU14,45371.98,43715.69,542,13,438185.06,22,No,0.36
2025-12-17,D071,SKU64,24667.03,24838.54,562,14,358136.9,29,Yes,0.33
2025-12-17,D071,SKU41,36528.0,34934.12,597,24,245056.7,27,Yes,0.34
2025-12-17,D072,SKU65,64927.32,65050.17,593,22,242027.0,27,Yes,0.52
2025-12-17,D072,SKU47,48442.55,47840.95,727,25,342614.79,24,No,0.48
2025-12-17,D073,SKU38,45864.93,45806.73,475,18,407887.12,23,Yes,0.41
2025-12-17,D074,SKU36,52166.71,46957.63,344,12,247550.91,24,Yes,0.35
